rect_type,N,trial,estimate
narrow,17100,9,0.948465
narrow,17100,10,0.942909
narrow,17100,11,0.941886
narrow,17100,12,0.946711
narrow,17100,13,0.940205
narrow,17100,14,0.948392
narrow,17100,15,0.94152
narrow,17100,16,0.940863
narrow,17100,17,0.944591
narrow,17100,18,0.940863
narrow,17100,19,0.951608
narrow,17100,20,0.946345
narrow,17100,21,0.947442
narrow,17100,22,0.948684
narrow,17100,23,0.949488
narrow,17100,24,0.940132
narrow,17100,25,0.948611
narrow,17100,26,0.944737
narrow,17100,27,0.941447
narrow,17100,28,0.944298
narrow,17100,29,0.939401
wide,17600,0,0.971661
wide,17600,1,0.940727
wide,17600,2,0.961718
wide,17600,3,0.955642
wide,17600,4,0.963375
wide,17600,5,0.946803
wide,17600,6,0.914765
wide,17600,7,0.908688
wide,17600,8,0.919736
wide,17600,9,0.985471
wide,17600,10,0.945146
wide,17600,11,0.950118
wide,17600,12,0.904269
wide,17600,13,0.971661
wide,17600,14,0.944041
wide,17600,15,0.953985
wide,17600,16,0.919184
wide,17600,17,0.965032
wide,17600,18,0.919184
wide,17600,19,0.938518
wide,17600,20,0.916974
wide,17600,21,0.933546
wide,17600,22,0.881621
wide,17600,23,0.951775
wide,17600,24,0.900402
wide,17600,25,0.960613
wide,17600,26,0.932441
wide,17600,27,0.908688
wide,17600,28,0.946251
wide,17600,29,0.909793
narrow,17600,0,0.954332
narrow,17600,1,0.951207
narrow,17600,2,0.946236
narrow,17600,3,0.940838
narrow,17600,4,0.947869
narrow,17600,5,0.941974
narrow,17600,6,0.949006
narrow,17600,7,0.951349
narrow,17600,8,0.942898
narrow,17600,9,0.942756
narrow,17600,10,0.945455
narrow,17600,11,0.941193
narrow,17600,12,0.950923
narrow,17600,13,0.941406
narrow,17600,14,0.944176
narrow,17600,15,0.944247
narrow,17600,16,0.943395
narrow,17600,17,0.943253
narrow,17600,18,0.945028
narrow,17600,19
